category,tech1,description,fit,title,also_buy,tech2,brand,feature,rank,also_view,main_cat,similar_item,date,price,asin,details
"['Software', 'Antivirus &amp; Security', 'Internet Security Suites']",,"[""Cyber Patrol is the best way for parents to manage children's computer use and safety on the Internet. It encourages positive learning and exploration, while protecting children from inappropriate material. Cyber Patrol also prevents children from inadvertently divulging information about themselves via the Internet (for Windows users only). With Cyber Patrol, you can supervise your child's Internet access, regulate time spent online, and protect your child from sites you deem objectionable. Now you can let your child explore the Internet safely while giving yourself peace of mind."", '', '']",,Cyber Patrol,[],,The Learning Company,[],"51,439 in Software (",[],Software,,</div>,,B00001SHK1,"{'Shipping Weight:': '5.6 ounces', 'ASIN:': 'B00001SHK1', ' Date first listed on Amazon:': 'November 12, 2006'}"
"['Software', 'Education & Reference', 'Languages']",,"['Four complete courses cover 100 exercises, including pronunciation, vocabulary, listening, speaking, reading, writing, and grammar. Other features include the Personalized Learning System; Pre-Assessment Test; Customized Study Plan; Subject-Specific Study Topics; Progress Tracking; Exclusive Interactive Lessons; Exclusive Online Access, providing in-depth ""real world"" learning experiences; Language Study Group; and Personal Tutor.']",,Learn to Speak French 8.0,[],,Riverdeep,[],[],[],Software,,</div>,,B00001SHL1,"{'Shipping Weight:': '2.6 pounds', 'ASIN:': 'B00001SHL1', 'Item model number:': 'LSF3744DE', ' Date first listed on Amazon:': 'October 24, 1999', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Education & Reference', 'Languages']",,"['Four complete courses cover 100 exercises, including pronunciation, vocabulary, listening, speaking, reading, writing, and grammar. Other features include the Personalized Learning System; Pre-Assessment Test; Customized Study Plan; Subject-Specific Study Topics; Progress Tracking; Exclusive Interactive Lessons; Exclusive Online Access, providing in-depth ""real world"" learning experiences; Language Study Group; and Personal Tutor.']",,Learn to Speak German 8.0 (Win95/98),[],,Learning Company,[],"25,384 in Software (",[],Software,,</div>,,B00001SHKT,"{'Shipping Weight:': '2.4 pounds', 'ASIN:': 'B00001SHKT', ' Date first listed on Amazon:': 'October 24, 1999'}"
"['Software', 'Operating Systems', 'Linux & Unix']",,"['Power up your PC with the latest distribution of Linux from Macmillan Software. Based on Linux-Mandrake 6.1, this product not only features the new Linux kernel (2.2.1x), but also the updated versions of KDE and Xfree. This complete Linux operating system also includes Boot Magic and Partition Magic to easily install Linux alongside Windows for dual-boot options.', 'Power up your PC with this distribution of Linux from Macmillan Software.  Based on Linux-Mandrake 6.5, this product not only features Linux kernel 2.2.10 but also updated versions of KDE and Xfree.']",,The Complete Linux Operating System 6.5 (Red Hat Linux 6.1 with enhacements),[],,Macmillan USA,['Complete Linux Operating System 6.5'],"21,697 in Software (",[],Software,,</div>,,B00001SHO3,"{'Shipping Weight:': '1.2 pounds', 'ASIN:': 'B00001SHO3', ' Date first listed on Amazon:': 'January 15, 2007'}"
"['Software', 'Operating Systems', 'Linux &amp; Unix']",,"[""What we have here is a big ol' collection of toys for any Linux guru: some of the toys are more fun to play with than others, and you probably have some of them already. Most of them you can find free of charge on the Internet, somewhere. Still, the Macmillan Linux Utilities makes sense if you want to quickly acquire a bunch of utilities and evaluate them on your own, rather than spend time reading Linux publications and downloading programs one at a time, based on their recommendations."", ""Some of the most useful utilities in this collection include php, which interprets the PHP server-side scripting language for Web publishers; pilot-link, which allows you to hot-sync your Palm device with your Linux machine; gRun, which works much like the Windows Run dialog box; and the FileRunner file management utility with FTP capability. Developers will appreciate Alien, a program that allows you to convert Red Hat packages into Debian, Slackware, and Stampede packages (and vice versa); and GNU Octave, a high-level language for doing linear and nonlinear algebra problems. And after you've finished making your system more efficient with all the utilities, you can listen to MP3 tunes with X11amp or kJukeBox."", ""A worthy purchase? Sure, if you don't have the software already and look forward to exploring tons of irregularly documented Linux ware. --<i>David Wall</i>"", '', '']",,Utilities Linux Operating System 2.0,[],,Linux,[],"60,538 in Software (",[],Software,,</div>,,B00001SHO9,"{'Shipping Weight:': '8.8 ounces', 'ASIN:': 'B00001SHO9', ' Date first listed on Amazon:': 'November 18, 2006'}"
"['Software', ""Children's"", 'Math']",,"[""Mathematics from Compton's Learning is the premiere educational resource from succeeding in math. No other math program is as effective, easier to understand, or faster to learn from.  This innovative learning tool will simplify complex math concepts and teach you the fundamental rules, definitions, and reasoning to mathematics."", ""Mathematics from Compton's Learning covers a complete high school math curriculum with engaging, step-by-step lessons and challenging practice problems designed by math educators to build your competency and confidence.  With powerful and easy-to-use features, you will see immediate improvements in your math skills."", 'Gain the advantage you need to excel in the classroom and succeed in the real world.', '', '']",,Compton's Learning Mathematics,[],,The Learning Company,[],"31,353 in Software (",[],Software,,</div>,,B00001SHNH,"{'Shipping Weight:': '1.6 pounds', 'ASIN:': 'B00001SHNH', 'Item model number:': 'MTC8AE-BX', ' Date first listed on Amazon:': 'February 16, 2005'}"
"['Software', 'Education &amp; Reference', 'Languages']",,"['Four complete courses cover 100 exercises, including pronunciation, vocabulary, listening, speaking, reading, writing, and grammar. Other features include the Personalized Learning System; Pre-Assessment Test; Customized Study Plan; Subject-Specific Study Topics; Progress Tracking; Exclusive Interactive Lessons; Exclusive Online Access, providing in-depth ""real world"" learning experiences; Language Study Group; and Personal Tutor.', '', '']",,Learn to Speak English 8.0,[],,The Learning Company,"['Preassessment testing: Test your written and spoken English skills to see where you need to begin.', 'Study plan: Set up a schedule and goals to match the schedule you create.', 'Subject-specific topics: Choose lesson topics that match your goals and needs.', ""Progress tracking: Keep track of how you're doing.""]","19,721 in Software (",[],Software,,</div>,,B00001SHKP,"{'Shipping Weight:': '1.8 pounds', 'ASIN:': 'B00001SHKP', 'Item model number:': 'LTSE3544DE', ' Date first listed on Amazon:': 'October 24, 1999', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Lifestyle & Hobbies', 'Cooking & Health']",,[],,How to Cook Everything,[],,,[],"51,875 in Software (",[],Software,,</div>,,B00001SHO0,"{'Shipping Weight:': '1.9 pounds', 'ASIN:': 'B00001SHO0', ' Date first listed on Amazon:': 'October 24, 1999'}"
"['Software', 'Education &amp; Reference', 'Languages']",,"['Discs new in factory sealed pak with headset in full size software box. We ship worldwide from San Francisco bay area.', 'Four complete courses cover 100 exercises, including pronunciation, vocabulary, listening, speaking, reading, writing, and grammar. Other features include the Pre-Assessment Test, Customized Study Plan, Subject-Specific Study Topics, Progress Tracking, Interactive Lessons, Language Study Group, and Personal Tutor.', '', '']",,"Learn to Speak Spanish: The Complete Interactive Learning Solution (4 CD-ROMs, Version 8.0)",[],,Unknown,"['Focuses on Pronunciation, Vocabulary, Listening, Speaking, Reading, Writing, Grammer', 'Special Features:', 'Personalized Learning System, Advanced Speech Recognition, Voice Recording and playback, Progress checks, Talking dictionary, Cultural movies, Specialized Internet lessons']","7,934 in Software (",[],Software,,</div>,,B00001SHKN,"{'Shipping Weight:': '6.4 ounces', 'ASIN:': 'B00001SHKN', ' Date first listed on Amazon:': 'October 24, 1999'}"
"['Software', 'Programming & Web Development', 'Programming Languages']",,"['This product offers tools to make C++ Builder accessible. It includesBorland C++ Builder 3.0, a full-featured 32-bit compiler that offers advanced project management components and powerful debugging for building complex applications. C++ Builder enhances the building of high-performance applications, enabling you to create (but not distribute) your own programs. Save time with a component library of 85 objects. Integrated database tools simplify application production, making it possible to connect to virtually any database.', ""Another feature of this package is Dr. Dobb's CD Release 6b, a valuable resource for programming. It features articles and source code from Dr. Dobb's sourcebook series covering a 10-year period, previously unpublished source code, search features for easy access, and the ability to export code into your own projects. The package also includes a guidebook, <i>Sams Teach Yourself C in 24 Hours</i>, which provides quick and easy answers, presented in 24 one-hour lessons. Learn the essentials of C, as well as tips and shortcuts."", 'The Borland C++ Builder 3.0 compiler features advanced project management components and powerful debugging for building complex applications.']",,Borland C++ Builder 3.0 Programming Starter Kit,[],,,[],"37,238 in Software (",[],Software,,</div>,,B00001SVFI,"{'Shipping Weight:': '2.1 pounds', 'ASIN:': 'B00001SVFI', ' Date first listed on Amazon:': 'November 2, 2009'}"
"['Software', 'Programming & Web Development', 'Programming Languages']",,"['An ideal resource for beginning programmers or those who want to enhance their current skills, Borland C++ 5.0 Programming Starter Kit provides a dynamic environment and development tools designed to seamlessly edit, debug, and compile Java and 32-bit and 16-bit C and C++ code. Visual database tools, a fully programmable IDE, and the most complete ANSI/ISO C++ implementation available make this a popular compiler for educators and students using and learning C++. The Borland C++ starter kit also includes the bestselling Sams book, <I>Teach Yourself C in 24 Hours</I>.']",,Borland C++ 5.0 Programming Starter Kit,[],,Macmillan Publishing USA,"['A powerful compiler with a productive C++ environment', 'Edit, debug, and compile Java and 32-bit and 16-bit C and C++ code', 'Visual database tools; fully programmable IDE; ANSI/ISO C++ implementation', 'Popular compiler for educators and students using and learning C++', 'Includes the bestselling Sams book, Teach Yourself C in 24 Hours']","33,461 in Software (",[],Software,,</div>,,B00001SVFL,{}
"['Software', 'Programming & Web Development', 'Programming Languages']",,"['STARTER KIT VB6', 'VB6 Programming Starter Kit lets you learn to program in Visual Basic without investing in expensive programming tools. This kit provides all the resources needed to learn the popular Windows programming language Visual Basic. The software includes a special instructional version of VB--Microsoft Visual Basic 6--plus step-by-step, self-paced electronic tutorials and a no-nonsense Visual Basic book.']",,VB6 Programming Starter Kit,[],,Macmillan Publishing USA,"['Learn to program in Visual Basic without investing in expensive programming tools', 'All the resources you need to learn the popular Windows programming language Visual Basic', 'Special instructional version of VB--Microsoft Visual Basic 6', 'Step-by-step, self-paced electronic tutorials, and a no-nonsense Visual Basic book']","36,026 in Software (",[],Software,,</div>,,B00001SVEF,"{'\n    Product Dimensions: \n    ': '5 x 5.5 x 0.2 inches', 'Shipping Weight:': '2.4 pounds', 'ASIN:': 'B00001SVEF', 'Item model number:': '1575951770', ' Date first listed on Amazon:': 'January 12, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Education &amp; Reference', 'Languages']",,"['Have fun and be more productive in any language. EasyTranslator 3 provides more ways to access translations on your desktop, even allowing you to incorporate translations into Microsoft Windows applications. Use the EasyTranslator Agent, Toolbar, or NotePad for text and Web translations. Or, use one of the included plug-ins to get instant translations in Microsoft Word 97, Corel WordPerfect, and EudoraPro e-mail. EasyTranslator breaks down complex sentence structures, identifies parts of speech, resolves ambiguities, and synthesizes the information into the components and structures of the new language, translating virtually any text.', '', '']",,Easy Translator 3,[],,Transparent Language,[],"42,761 in Software (",[],Software,,</div>,,B00001X4ZS,"{'Shipping Weight:': '0.8 ounces', 'ASIN:': 'B00001X4ZS', 'Item model number:': 'M11-T103-2-CW', ' Date first listed on Amazon:': 'October 24, 1999', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Education & Reference', 'Languages']",,"[""Learn From Exciting Content and Interactive Activities - Learn Arabic Now! is a revolutionary language-learning tool based on the proven Transparent Method of learning how to use a language in context through rich multimedia activities. Learn Arabic Now! unites industry-leading tools with authentic, native multimedia content to make learning fast, fun, and effective.\nBig Video Screen - Just select one of the interesting articles or stories and click to explore the Arabic language. View Arabic language videos complete with the sites and sounds of real people speaking and interacting in Arabic. Or jump directly into exciting interactive games, pronunciation-improving practice or invigorating conversations. Determine your own learning pace by deciding when you need translation-and when you don't. All the tools you need to quickly master a language are instantly available in Learn Arabic Now!\nInteractive Conversational Practice - Practice your lines using the prompts and the integrated speech features, then record your voice and replay the whole conversation with the lines you've recorded. It's a terrific way to get valuable real-world experience using your new language. In no time, you'll be conditioned to respond correctly without thinking about it, just like you do in English.\nBefore You Know It - The revolutionary software that teaches you words and phrases so you know them cold - with Perfect Recall - is now integrated right into Learn Arabic Now! You get:\n\n * Quick launch of BYKI from within Learn Arabic Now!\n * Companion BYKI lists to use with immersion content\n * Dozens of bonus lists from BYKI Deluxe\n * The ability to create custom BYKI lists (complete with native speaker sound) from any of the 15,000 words in Learn Language Now!\nMP3 Learning on Your iPod or Other Player - Learn language Now! comes with dozens of BYKI Pod Audio MP3 files. Now you can practice your language wherever you take your MP3 player."", 'Unlike other language learning methods, ArabicNow! is uniquely effective. Right away you will find yourself in a compelling, interactive environment where learning authentic Arabic is made easy. Experts agree, learning a new language requires frequent, successful experiences. Only Arabic Now is designed to provide the rich, rewarding experiences that build maximum comprehension. With Arabic Now you will learn by immersing yourself in Arabic. You will participate in real conversations, reading of interesting articles, and watch intriguing videos. Engaged in this rich multimedia experience, you may never feel like you are studying, and the fact that you are actually using Arabic becomes transparent.', 'Features: <BR>* Over 10,000 words  <BR>* Full-motion video <BR>* Full native-speaker pronunciation <BR>* Record, play back, and compare <BR>* Slow sound so you can hear every nuance  <BR>* Conversation practice  <BR>* Plus much more']",,Learn Arabic Now! 10.0 with Audio for your iPod or MP3 Player,[],,Transparent Language,"['Over 15,000 Words Hundreds of Useful Phrases Full Motion ""Big Picture"" Video', 'Full Native Speaker Pronunciation SlowSound to Hear Every Nuance Advanced Pronunciation Practice', 'Record, Playback and Compare Alphabet Reference & Grammar Tutorial Conversation Practice', 'Integrated BYKI Vocabulary Software MP3 Audio for iPods or other players', 'Personal BYKI list creation (with sound) from 15,000 words Interactive Games Video Unscramble']","44,291 in Software (",[],Software,,</div>,,B00001X4ZZ,"{'Shipping Weight:': '1.1 pounds', 'ASIN:': 'B00001X4ZZ', 'Item model number:': 'Learn Arabic Now', ' Date first listed on Amazon:': 'July 11, 2007'}"
"['Software', ""Children's"", 'Art & Creativity']",,"[""JumpStart Artist <b>introduces children to the magical world of drawing, painting</b>, puppets, collage, and more. With countless ways for children to express themselves artistically, they'll have all the fun they can imagine!"", 'JumpStart Artist is designed to promote the awareness and practice of art among children. Its painting and drawing tools include watercolors, oils, tempera, spray paints, colored pencils, chalk, charcoal, and more. Its arts and crafts tools allow kids to make stamps, stickers, buttons, puppets, collages, quilting, and stitching. The animated movies feature brings to life the pictures children make. Four games teach art fundamentals in an interactive carnival setting.']",,JumpStart Artist,[],,Vivendi Universal,"['Jump Start Artist gives your child the tools to discover and explore the world of art.', 'Kids create their own masterpieces using many exclusive design tools.', 'By playing games, your child will discover famous artists, artworks, and art styles while learning the basic principles of art, including lines and shapes, primary and secondary colors, textures and patterns, symmetry, value, and other important art concepts.', 'JumpStart Artist introduces children to the magical world of drawing, painting, puppets, collage, and more.', ""With countless ways for children to express themselves artistically, they'll have all the fun they can imagine!""]","6,400 in Software (",[],Software,,</div>,$3.99,B00001XDUD,"{'Shipping Weight:': '2.4 ounces', 'ASIN:': 'B00001XDUD', 'Item model number:': '4325', ' Date first listed on Amazon:': 'October 24, 1999', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Education & Reference', 'Typing']",,"['Designed specifically for kids, JumpStart Typing combines arcade-style game play and challenging activities with timed typing lessons and technique movies to make learning to type fun and easy. Key your way to the top while avoiding obstacles! Practice your typing as you master skateboard tricks.', 'Learn essential keyboarding skills, such as hand placement, correct posture, letter combinations, number and punctuation keys, and upper and lower case--and have fun at the same time. (Ages 7-10)']",,JumpStart Typing,[],,Vivendi Universal,"['Windows 2000, XP, Vista, Win 7 (32 bit)', ""A special diagnostic evaluation determines your child's base typing ability & Skill levels automatically adjust to your child's growing abilities"", 'Movie clips teach correct hand placement, posture, and other typing fundamentals', 'Train with over 30 lessons!', 'Play arcade-style practice games to improve speed and accuracy']","5,186 in Software (","['B002U0L1BU', 'B0035N9VGI', 'B000QWAPJ8', 'B000083JY7', 'B000R99IFC', 'B01N9FNOX1', 'B000023VVH', 'B0014ZQMXO']",Software,,</div>,$15.88,B00001XDXD,"{'Shipping Weight:': '8.8 ounces', 'ASIN:': 'B00001XDXD', 'Item model number:': '3551', ' Date first listed on Amazon:': 'October 24, 1999', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Business & Office', 'Communication', 'Fax']",,"['Symantec WinFax Pro 9.0', 'WinFax 9.0 produces laser-quality faxes right from your computer. Preview your faxes before sending them, rearrange or remove pages, and easily merge documents. Everyone in your workgroup will benefit from send-and-receive fax capabilities.']",,Symantec WinFax Pro 9.0,[],,Symantec,['Symantec WinFax Pro 9.0'],"15,855 in Software (",[],Software,,</div>,,B00001XDX2,"{'Shipping Weight:': '1.3 pounds', 'ASIN:': 'B00001XDX2', ' Date first listed on Amazon:': 'September 18, 2006'}"
"['Software', ""Children's"", 'Early Learning']",,"[""Use your 5th Grade problem-solving skills to stop the villainous Dr. X from destroying the city! Pack extreme fun and exciting adventure into learning while you search out the clues, unlock secret codes, and expose the villain's menacing plan. Master over 25 skills in Math, Reading, History, Science, and more! <br><br> <b>Continuous Challenge</b> <br> Auto-leveling and multiple learning styles help children learn at the pace that suits them. <br><br> <b>Endless Fun</b> <br> Creative games, challenging activities, and exciting adventures keep children involved for hours of learning fun. <br><br> <b>Kids Learn:</b> <br> <li> Reading Comprehension</li> <li> Addition, Subtraction, Multiplication, & Division</li> <li> Geometry, Fractions, & Decimals</li> <li> Environmental Science</li> <li> Art History & Appreciation</li> <li> U.S. History & Geography</li> <li> Critical Thinking & Reference Skills</li> </ul> <br> Windows XP, Vista, 7, 8 compatible"", ""Enter the world of Jo Hammet, a 5th-grade gumshoe who's hot on a case. While visiting the museum on a field trip, she uncovers a sinister plot to destroy all of the city's factories! Her mission is to find clues leading to the capture of the mad genius, Dr. X. Armed with her wits and her skateboard, Jo plays curriculum-building games while dodging Dr. X's goons and searching for clues to unravel the mystery.""]",,JumpStart 5th Grade,"['B000R9BNO6', 'B0008JGTP8', 'B000VYIUJS', 'B000R99IFC', 'B000RY9CBW', 'B000JX5JGI', 'B00004UF32', 'B00005LBVS', 'B00030GKA6', 'B0009MF7CU', 'B000083JY8', 'B0002J6HWE', 'B000QWAPJ8', '0761150188', '0761182780', 'B000MBAFOI', 'B0009A1X7K', 'B0002ZUZN0']",,Knowledge Adventure,"['Use 5th Grade problem-solving skills to stop the villainous Dr. X from destroying the city!', 'Creative games, challenging activities, and exciting adventures keep children involved for hours of learning fun.', 'Master over 25 skills in Math, Reading, History, Science, and more!', 'Auto-leveling and multiple learning styles help children learn at the pace that suits them.', 'Windows XP, Vista, 7, 8 compatible']","1,851 in Software (","['B000R9BNO6', 'B000R99IFC', 'B0008JGTP8', 'B000VYIUJS', 'B00005LBVS', 'B000JX5JGI', 'B00004TLO2', 'B000RY9CBW', 'B002LEZC2Y', 'B0009MF7CU', 'B01N9FNOX1', 'B002U0L1BU', 'B00004UF32', 'B0002BQR86', 'B00YR1QSJK', 'B00EZJRTYM', 'B0002ZUZN0', 'B000B6EDXI', 'B00006352W', 'B00002SAC9', 'B000GYKB90', 'B000ICRGU2', 'B000JR3GL4', 'B00002S9K9', 'B003PR7FXK', '0761182780', 'B00030GKA6']",Software,,</div>,$12.31,B00001XDW8,"{'\n    Product Dimensions: \n    ': '5.5 x 5 x 0.5 inches', 'Shipping Weight:': '0.8 ounces', 'ASIN:': 'B00001XDW8', 'Item model number:': '3752', ' Date first listed on Amazon:': 'October 24, 1999', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', ""Children's"", 'Reading & Language']",,"['In <I>JumpStart Learning Games: ABC\'s</I>, the JumpStart gang has a mystery on its hands. Someone spilled juice in the JumpStart train\'s caboose and didn\'t clean it up. Children join Eleanor Elephant and friends on a fun-filled train adventure to deduce ""Who left the juice in the caboose?"" As kids travel to different locations and play learning games, they earn clues and use their deductive reasoning skills to solve the mystery. Along the way, kids can also listen to six fun songs, which reinforce letter recognition, letter sequencing, and letter sounds.', 'Three excellent early reading activities are provided in this inexpensive CD. Kids will love practicing their ABC order to make a path for a train. They\'ll also enjoy steering a sled through the snow while collecting letters and objects that contain certain sounds. Both the content and format of the activities is very engaging. Kids or parents can easily adjust the program\'s volume, and we were pleased to see that both content and game play levels could be determined. While more of these well designed activities would have made this an all-star program, what\'s there is worth buying at such a reasonable price. <br><b>Teaches: </b>early reading, letter sounds, abc order, upper and lower case letters, reading simple words <br><b>Age Range: </b>3, 4, 5, 6 Copyright &#169; 2000 Children\'s Software Revue -- <i><a href=https://secure.tradenet.net/childrenssoftware/csroffer.html>From Children\'s Software Revue&#174; -- ""Subscribe Now!""</a></i>']",,Jump Start Learning Games: ABC's,[],,Vivendi Universal,[],"15,110 in Software (","['B000UDLK2Y', 'B000VYIUJS', 'B000BD3120']",Software,,</div>,,B00001XDWD,"{'Shipping Weight:': '5.6 ounces', 'ASIN:': 'B00001XDWD', 'Item model number:': '4327', ' Date first listed on Amazon:': 'October 24, 1999', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', ""Children's"", 'Early Learning']",,"['<i>JumpStart Pre-K</i> enables prekindergarten children to sharpen their abilities with letters, numbers, shapes, and colors. Eight interactive learning games and 10 delightful songs guarantee giggles and tons of fun while introducing important social concepts such as manners, sharing, and safety.']",,JumpStart Pre-Kindergarten,[],,Vivendi Universal,[],"6,948 in Software (","['B000JX5JGI', 'B000B69STW', 'B00347IDP0', 'B00029LN78']",Software,,</div>,,B00001XDX9,"{'Shipping Weight:': '4 ounces', 'ASIN:': 'B00001XDX9', 'Item model number:': '3497', ' Date first listed on Amazon:': 'October 24, 1999', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', ""Children's"", 'Early Learning']",,"[""Build a critical foundation for future mathematics success as your child and Hopsalot the Rabbit explore the amazing cloud kingdom, a magical place where all birthday parties come from. Kids, ages 4 to 6, will ride rainbow slides, collect magic beans, sing along, and help the cloud people prepare for the giant's birthday party."", '', '']",,JumpStart Math Kindergarten,[],,Vivendi Universal,[],"20,426 in Software (",[],Software,,</div>,,B00001XDX8,"{'Shipping Weight:': '1.5 pounds', 'ASIN:': 'B00001XDX8', 'Item model number:': '04294', ' Date first listed on Amazon:': 'October 24, 1999', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', ""Children's"", 'Early Learning']",,"[""Meet Casey Cat, Pierre Polar Bear, Kisha Koala and Eleanor Elephant in a magical\n preschool classroom. Click anywhere in the classroom to hear a fun sing-and-Learn song or\n enter an interactive play area. Listening to nursery rhymes, learning phonics, counting\n numbers-these and other activities will keep your child engages and entertained for hours!\n\nEndless Fun : Creative games and happy melodies keep children delighted for hours and hours.\n\nFocus On Phonics : Identify first letter sounds, find the beginning letters of words and match similar pictures with Kisha Koala.\n\nLetters &amp; Numbers : Connect numbers and letters in the correct sequence by clicking on the dots, and watch as finished pictures spring to life.\n\nDistinguish between objects with different colors, shapes or letters. This pre-reading\n skill helps pre-schoolers identify the difference between letters such as b, d and p.\n\nLetters, Numbers, Shapes : Develop visual memory by finding identical pictures, letters, numbers or shapes.\n\nListening Skills : Listen to verbal clues and apply deductive reasoning to find where Felicia the Fish is hiding.\n\nCounting &amp; Quantity : Count the number of turtle eggs and help Mama Turtle find the correct nest.\n\nSpatial Relationships : Associate relative size and shapes by inserting objects into the picture.\n\nColors : Learn letters,numbers and shapes by coloring finished picture becomes an adorable animated reward.\n\nMusic And Songs : Sing along with 16 songs that teach counting to 10,telling time geometric shapes, nursery rhymes, ABC's days of the week, seasons and more!"", ""Your preschooler can leap to an early understanding of letters, numbers, shapes, and colors in Casey's colorful classroom, which is bursting with animation and song. Based on nationally recommended curricula and actual teacher lesson plans that cover a full year of preschool, <i>JumpStart Preschooler</i> is filled with a variety of activities that make learning fun. The innovative classroom setting presents your child with a familiar environment, filled with animated friends who provide encouragement through games, puzzles, and songs.""]",,JumpStart Preschool,[],,Knowledge Adventure,"['Comprehension', 'Phonics & Letter Sounds', 'Computer Mouse Skills', 'Letters & Numbers', 'Vocabulary']","8,841 in Software (","['B000JX7DL2', 'B0007TT78U', 'B00029LN78', 'B000JX5JGI', '0887431453']",Software,,</div>,,B00001XDXB,"{'\n    Product Dimensions: \n    ': '10.2 x 8.8 x 1.9 inches', 'Shipping Weight:': '5.3 ounces', 'ASIN:': 'B00001XDXB', 'Item model number:': '4586007', ' Date first listed on Amazon:': 'October 24, 1999', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Education &amp; Reference', 'Maps &amp; Atlases']",,"['With Eartha Global Explorer you can rediscover the entire world with shaded relief and breathtaking views of land and sea. Search for place names and locate specific latitudes and longitudes while reading about them in the window below. Eartha makes global routing easy by letting you choose your start and finish points as well as your method of travel. In addition, go online with the Gazetteer for more information regarding your destination. This program also enables global GPS tracking with certain system requirements.', '', '']",,Earth Global Explorer 1.0,[],,Delorme,[],"70,741 in Software (",[],Software,,</div>,,B00001XDZW,"{'Shipping Weight:': '1 pounds', 'ASIN:': 'B00001XDZW', 'Item model number:': 'AO-001437-201', ' Date first listed on Amazon:': 'October 24, 1999', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', ""Children's"", 'Reading & Language']",,"['>Phonics is the Key to Reading SuccessProduct InformationOn Hip Hop Avenue we see the world through kids&rsquo; eyes. It&rsquo;s colorful vibrant and full of learning potential. But it&rsquo;s about more than just understanding ABC&rsquo;s - it&rsquo;s about being part of a munity where learning is rewarding and fun!&#xA0;&#xA0;&#xA0;&#xA0;Children join familiar JumpStart characters in a place where reading words and sounds abound. In and around the street kids are introduced to letters sounds words and sentences in a playful and natural way through captivating interactive games and the power of rhythm rhyme and music.Kids learn to be goal oriented as they focus on learning manageable groups of words that open up new songs to sing along with and record in the Karaoke Clubhouse. Let Val the clubhouse supervisor and neighborhood mentor nurture your child&rsquo;s fondness for reading as she acknowledges even the smallest victories along the way by providing instant feedback and encouragement through Voice Activated Learning.Educational FeaturesIntroducing Voice Activated Learning &ndash; V.A.L.Educational research indicates a strong link between speaking words and phrases aloud and developing early reading skills.&#xA0;Voice Activated Learning (VAL) is an effective way to teach language development and reading using the learner&rsquo;s voice to activate and reinforce the learn-to-read process.&#xA0;VAL provides feedback of words read aloud into the included microphone offering helpful hints and enthusiastic encouragement.&#xA0;In developing the VAL technology we are most concerned with developing confident readers. For that reason we have sharpened the technology to ensure that it recognizes when a word is said correctly by little voices with all of their developmental traits.Progress ReportsThroughout the progress of the game the parent can access information on what words and skills the player has learned. The information on the page is broken up into two displa', ""Join Casey Cat, Pierre Polar Bear, Frankie the Dog, and the rest of the JumpStart pals on a fun-filled phonics trip to Camp Readalot. Explore the campsite, play games that reinforce phonics and reading skills, and collect special merit badges. Exclusive Read 'n' Respond feature lets you practice phonics by interacting with the computer, using speech-recognition technology. Have tons of fun, but don't forget to write Mom and Dad!""]",,JumpStart Phonics,[],,Vivendi Universal,[],"16,409 in Software (",[],Software,,</div>,,B00001XDUE,"{'Shipping Weight:': '3.2 ounces', 'ASIN:': 'B00001XDUE', 'Item model number:': '4328', ' Date first listed on Amazon:': 'October 24, 1999', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Programming &amp; Web Development', 'Database']",,"['Database Management', '', '']",,My Database,[],,,['database software'],"10,605 in Software (","['B00029BPMG', 'B001CFAWGY']",Software,,</div>,,B00001XDZ6,"{'Shipping Weight:': '2.2 pounds', 'ASIN:': 'B00001XDZ6', ' Date first listed on Amazon:': 'April 21, 2007'}"
