overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,vote
5.0,True,"07 3, 2017",A2JBZVRGCBC01D,0763855553,A.D. Young,As advertised,As advertised,
1.0,False,"07 2, 2017",A3CIZ4V7U1QCNQ,0763855553,Bobo,"Instead of paying a yearly subscription, you can buy a full life licensed version for exact same price. https://www.amazon.com/dp/B01N7MEUQO

You're welcome.",Better off buying the Lifetime licensed version for the same price.,
1.0,True,"06 30, 2017",A22SMTY0J4L15F,0763855553,Robert J. Schecter,Total scam. This software is not something you own. You have to pay the parasites at Microsoft $99 a year to use this when you can buy the software outright. Surprised Amazon allows their customers to be tricked in such a manner. Morons at Amazon scam customers by adding this with computer orders without making it clear customers will have to pay $100 each and every year they own the computer,Total scam. This software is not something you own ...,
5.0,True,"06 27, 2017",A1FOI3ZJZ2TTRF,0763855553,Kindle Customer,smooth transition from office 2007,Five Stars,
5.0,True,"06 25, 2017",A2UM97V6DE47L4,0763855553,AllyHuns,Love It! So easy to install!,Five Stars,
1.0,True,"06 23, 2017",A1JNZ8TTR2RESX,0763855553,Marian A. Cole,"Scam!!! Upon trying to activate the Product Key, Surface Pro immediately generated a warning saying IP address was infected and couldn't go any further. Calling the Tech Support number and going through two levels, finally got to bottom line of an additional $150-$200 for helping to get software functional. Total scam!! BUYER BEWARE!!",BUYER BEWARE!! SCAM ALERT!!,3
5.0,False,"06 23, 2017",A3LPV7RA8ONDC5,0763855553,Ernie Beckley,"UPDATE:
I've been reading some of the 1 star reviews. Here's a tip to keep you out of trouble with bogus products. Make absolutely sure this text appears under the price: ""Ships from and sold by Amazon.com."" If you buy from any other supplier, you are taking a chance what you get will be bogus and not usable, and possibly not returnable.

ORIGINAL POST
About the subscription: 5 Stars. You buy the keycard, enter the code in the right spot, and BOOM your Office 365 membership is extended by a year (if you're renewing). Plus, you save about $15 (for the personal version) over what Microsoft charges if you go through them. How do you pass up $15 off???

About Office 365:
First, 1TB of cloud storage for a year is a good value all on its own. Dropbox will set you back $99 for the same thing. Google Drive, $100. There are OneDrive apps for every mobile device, so you can take your files with you. For cloud storage alone, it's a no-brainer. So even if you HATE Microsoft Office, OneDrive is good.
Second, you get the latest version of Office (currently 2016 on PC). Oh, when Microsoft upgrades Office, you get the upgrade too. No extra costs. This isn't just a bunch of web apps you can't use if you're off the grid, either (ie: Google, Apple). You get the full install on your PC or Mac. You also get one tablet and one phone (Android or iOS), and the apps are actually pretty good on those platforms. Oh, you also get the webapps which, IMHO, are better than the Google or Apple counterparts. Same familiar interface as the desktop/laptop applications, which is nice.

If you need more than one license, there is the Home version. It's about $20 off Microsoft's price, and you get five of everything instead of just one.",A no-brainer for cloud storage alone. Office 2016 to boot. $15 off. Where's the downside?,3
5.0,True,"06 23, 2017",AHEZP9ACDYJII,0763855553,Mike M.,"Microsoft Office is still the standard all the rest are compared to.  Office 365 is a great value when you consider the licensing options for standalone packages.  You might be tempted to use a free online office solution, but you'll be disappointed.  The cost and licensing options for this software are a bargain compared to the cost of owning the package on the same machines, and keeping them upgraded.",Still the Standard,
5.0,True,"06 22, 2017",ACJ7R1OOG2QLS,0763855553,Michael Patton,Wonderful product and delivered quickly,Five Stars,
5.0,True,"06 21, 2017",A38DR7536YSCDL,0763855553,D. Hamblin,Works fine just trying to learn the changes.,Five Stars,
5.0,True,"06 20, 2017",A16BAEB22JZZE7,0763855553,Daninco,renewed our PCs as needed /  expected. Great price for the product.,Great price for the product,
5.0,True,"06 19, 2017",A254XWUGQYP88P,0763855553,Robbyn D Givens,Product arrived as promised and works great. Wonderful transaction.,Five Stars,
5.0,True,"06 18, 2017",AWWND90S84M8V,0763855553,Shadowfax,gift,Five Stars,
5.0,True,"06 17, 2017",A2LQ37G5IN1ZVH,0763855553,ronald esterline,worked great,Five Stars,
5.0,True,"06 16, 2017",ASPJCSKEDA3H4,0763855553,BDD,Arrived quickly and works great!,Five Stars,
1.0,False,"06 14, 2017",AD5X9S4GJMF01,0763855553,Mullah Elvis,"Don't buy unless you're a sucker for punishement. Outlook crashes constantly; it is often impossible to save work. Tech ""support"" is just pathetic.",Office 365 Stinks. Stay with an older version.,
5.0,True,"06 14, 2017",AYSKERYT0Q4NP,0763855553,Steve F,I just renewed my subscription for the second time using this purchase.  Less expensive than buying from Microsoft or other vendors that I was able to find.  Follow the renewal instructions for the primary subscriber.  Wait awhile and all the other subscribers/shares are automatically updated. You don't have to update each of the other subscribers/shares. That wasn't obvious to me in the instructions.,Renewed Again,
5.0,True,"06 9, 2017",A2CJ8I375ZB361,0763855553,Amazon Customer BW,Easy set up. Easy to navigate the system.,Five Stars,
5.0,True,"06 5, 2017",A23DC9IOOUJQQ0,0763855553,William C Van Stavern,arrived on time works well,Five Stars,
1.0,True,"06 4, 2017",A3QNU8W1CN6NVJ,0763855553,Ed Carmack,Difficult to use-,One Star,
5.0,True,"06 2, 2017",A34KVG6OGCEKYT,0763855553,brownrm,needed product and a great price delivered in 2 days,Five Stars,
5.0,True,"06 2, 2017",A3QO2Q43HBB11X,0763855553,KI,Great Package,Five Stars,
1.0,True,"05 31, 2017",A12K7VXR6DZP4X,0763855553,ToniAnn,i'm sending it back,One Star,
5.0,True,"05 30, 2017",APBJHJ6NEWVH,0763855553,Luke,Great deal paying $80 to RENEW office 365 with up to 5 PCs. Just had to sign in and enter new product key.,Nice and easy,
4.0,True,"05 28, 2017",A3DKXV6I418PJO,0763855553,shane hanover,"good product, as advertised",Four Stars,
5.0,True,"05 26, 2017",A1QOIFK5WUIU8L,0763855553,Brett Benson,Received it in a few days and was able to download to our 2 laptops and 1 desktop in a matter of minutes.  PS: Cheaper to buy it from Amazon than the Death Star..,Buy this at Amazon!!!,
2.0,True,"05 25, 2017",ADZTGUD9TTODA,0763855553,JD,"Got scammed immediately. So I started to enter the address to activate my software and Microsoft Edge very helpfully suggested a site as I was typing that appeared to be the official Microsoft site. It wasn't and I got hacked by following the sites directions. With a brand new computer that I am now not so excited about. I removed the software and didn't pay for ""network protection"" but after checking the Microsoft support site over 350 other people have had this exact issue. Wasn't an issue when the browser want being overly fancy and the subscription method didn't leave me wide open. Also I hate the idea of paying a yearly subscription. might just use this time to migrate my work to something that isn't both overcharging me and leaving me vulnerable to getting hacked.",just angry,5
5.0,True,"05 24, 2017",A27HNVFKQBXOL1,0763855553,Saf,It works perfect in my 5 computers,Five Stars,
5.0,True,"05 23, 2017",ADB5COP218AZS,0763855553,KL03,"I need Access and I need Office on two computers, so this is the best option, even if it is an annual fee instead of a one time purchase.  I had a problem with Excel and MS support was very good in getting in fixed, and it didn't cost anything extra.  If you get the ""There was a problem sending the command to the program."" error when opening Excel files, try turning off hardware acceleration.  That fixed the problem for me.","so this is the best option, even if it is an annual fee ...",2
1.0,True,"05 17, 2017",A2NHS90DJ2H5NC,0763855553,Amenhotep Heru Aset,Although this office has five users only one user have the full usage of the product.,One Star,
5.0,True,"05 16, 2017",ACYLOUB4GPLE7,0763855553,Gary M Boutin,"Use it every day, excellent Office program!",Excellent program,
3.0,True,"05 12, 2017",AUGYS4F5AQ5AI,0763855553,Jim,Product cannot be installed unless you provide a credit card for an automatic renewal,Three Stars,2
5.0,True,"05 2, 2017",A2QV7PO6Z7PBQJ,0763855553,Marino,Best package,Best,
5.0,True,"04 26, 2017",AGWZFSW5LFLRL,0763855553,George Ianus,Great!,Great.,
5.0,True,"04 21, 2017",A1BMY8GEYU4SG5,0763855553,Jdog1539,Great way to be able to afford office now while keeping the latest version,Five Stars,
2.0,True,"04 5, 2017",AODYOFGA8KD5N,0763855553,Alfred D. Tietjen,"Get ready for the upsell onslaught to co-dependent mfgrs. Can't install product without pitches for other products. Makes me mad.  Piggy-backing is what works these days, better than advertising.",Where they make their money,
5.0,True,"04 4, 2017",A3N7YMM605NUTV,0763855553,Will Roberts,"So far so good on a new Win10 Pro machine. Turns out that the $99/year price lets you share your software with others. It's good for 5 PCs (including 5 phones/tablets), and you can give one of those to a friend or family member at no charge to them. This to me is a brilliant innovation for Microsoft in that it expands their product base while removing the main reason why individuals used to pirate their productivity software: it was too darn expensive for a lot of people. Not anymore.

I do recommend installing the inexpensive Ubitmenu UK add-in that brings back the old Office 2003 style menus to Word, Excel, etc. in case you prefer those, but the ribbon on the current iterations of Word and Excel is vastly improved over earlier versions (particularly 2007 and 2010). In the current suite I have not missed the Outlook Ubitmenu add-in.",Good product you can share with four others at no extra charge,2
5.0,True,"04 1, 2017",A2K54ZP2P3IL5F,0763855553,StepG,"Good price, quick delivery, item as described.",Five Stars,
1.0,True,"03 31, 2017",A2WUYJJ7NPQ5H4,0763855553,Richard S.,"Been using Office for over twenty years.  Still not worth the money.  Buggy, and easily corrupted. Outlook is all messed up. This is fourth year on 365.  Thought I could just click ""renew"" somewhere, pay, and be done with it.  Took for ever to finally find the right Office site, tried to renew, but couldn't as I didn't buy originally from there.  So I came here, bought it, and spent a good bit of time trying to figure out where to enter the key.  Ended up being where I couldn't buy but could enter the key.

My goal this year is to sever from MS completely after getting my first PC in '86.  I don't think there is anything they sell that can't be had for free elsewhere.  You'd think after being in business almost thirty-five years they get it right.",and easily corrupted. Outlook is all messed up,2
5.0,True,"03 26, 2017",A46NLWB1BBFSP,0763855553,C. Miller,its microsoft; is there a choice? Not really.,not really a choice,
5.0,True,"03 19, 2017",APVCEX4IH261C,0763855553,JG,Great product and service.,Five Stars,
5.0,True,"03 15, 2017",APROVFD10UIAZ,0763855553,Lynn M Dunn,wonderful. thanks.,Five Stars,
4.0,True,"03 13, 2017",A3PBPTM97NC32V,0763855553,Sebastian,is what it is...Great price,Great,
5.0,True,"03 11, 2017",ADKDKOP3VS70V,0763855553,Amazon Customer,Great Product,Five Stars,
5.0,True,"03 6, 2017",A1L0P1ZP5FD6EC,0763855553,J Miller,Great to keep Microsoft Office updated and current.  Downside is yearly renewal fees.  A must have for computers used for presentations.,Stay up to date with Microsoft Office.,
5.0,True,"02 18, 2017",A2Q7DDR1XHOWCZ,0763855553,Jeff R.,Activation worked fine.,No issues,
5.0,True,"02 16, 2017",AEBC5HHLPWMLC,0763855553,Amazon-Jake,"I never was a fan of Software as a Service, but for the price, and to get the latest version, this is a great deal, especially since it can be shared. Also all the storage for backups for each user it is just priced really well. I will continue to keep it as a SAAS.",Great service and price. I am happy,
5.0,True,"02 16, 2017",A3N6QTQ4PAER1D,0763855553,Marylou B,Just use for personal use and this was a renewal that I will continue to get since I use it all the time.,Just use for personal use and this was a renewal ...,
3.0,True,"02 13, 2017",A3C45BA84EWKHF,0763855553,MBFva,"There are not good alternatives, the Apple and Google apps not withstanding, but I do not like the subscription implementation.  Way too much phoning home, bandwidth sucking, etc.  I would recommend that anyone installing the software on more than one machine, with as slow a DSL connection as we have simply copy the installer package from one machine to the other using a thumb drive or whatever.  It's quite legal since the  required signing into the Microsoft site satisfies the license protocols.  I had a heckuva time getting one of my machines to download the over 1 GB file, and then I realized all I had to do was copy the installer.  A Microsoft chat ""helper"" was absolutely no help whatsoever, as I asked him three times if this is possible (copying the installer), and he ignored me each time, before he finally ended the chat before helping me in any meaningful way; about 45 minutes wasted.  Then I went ahead and tried it and it works fine.  The software programs in office are good &  in fact more powerful than most of us need, but I really don't like the subscription model. Where is Lotus 1-2-3 when you need it.","good software of course, but the subscription model stinks",4
5.0,True,"02 13, 2017",A2B6BW3QR00WYB,0763855553,the lion hearted.that&#039;s all,This is exactly what I wanted.  Thank you,Office 365 update is great...,
5.0,True,"02 9, 2017",A31N2O807CT0ZL,0763855553,Charles O. Dowell Jr.,good purchase,Five Stars,
5.0,True,"02 9, 2017",AROA6AP4MKADD,0763855553,James B.,Great price and delivery,Thanks,
5.0,True,"02 9, 2017",AYIZRZ77UVUPD,0763855553,JBP,Good price when I bought it.,Five Stars,
5.0,True,"02 6, 2017",A152WTH0V9I9DA,0763855553,Michael D. Yaeger,Works as it should--extends subscription 1 year.,Subscription Renewal,
5.0,True,"02 6, 2017",A10LZ3BRBWNDTL,0763855553,Coastal reader,Very happy with this product!,Five Stars,
3.0,True,"02 3, 2017",A5IHD4H0D9TM2,0763855553,Thomas,This was very difficult to install.  Could not uninstall old version and this program was of little assistance.  I had to reinstall old version and then install this one again.,Difficult to Install,
1.0,True,"02 2, 2017",A31CXIMNGELHV3,0763855553,Amazon Customer,"All that I received was a photo copy  of Office 365 Home product key
When I enter it at my Microsoft account I get message saying this product key has already been used Please purchase a new one",A real rip off,5
5.0,True,"02 2, 2017",A1KLWTH4TNH0D7,0763855553,Daniel Moore,"I love Microsoft Office 365 Home. My wife and I both use it, so it makes sense to get the home over 2 personal.

Buying it on Amazon, I'm usually able to find it on sale cheaper than the standard Microsoft price when I need to renew. Just keep watch on it throughout the year and buy when the price drops. If you wait until renewal time you may be paying full price.

Just the 1TB of OneDrive per account, up to 5 accounts makes this a great deal, even without the office applications. The office applications makes this deal over-the-top.",Good product at a good price,
5.0,True,"02 1, 2017",A2QJRJIRP457JT,0763855553,Chris B,Works perfectly to extend my membership for another year at a slight discount!,Five Stars,
5.0,True,"02 1, 2017",A1XY3P5D974IC8,0763855553,The Millers,easy to install. really works. got to me quickly.,Five Stars,
5.0,True,"01 30, 2017",A1EJKFJ2O3CRNC,0763855553,Amazon Customer,Good buy,Quick and Easy,
5.0,True,"01 30, 2017",A3Q0Q9VWKG374P,0763855553,Joshua,Great timing on shipping. Works greato. Highly recommended,Five Stars,
5.0,True,"01 29, 2017",A5NHKIIL278EP,0763855553,Cindy H,Great value to get 5 licenses of Office with 1TB of storage for each person. We use it to backup old files and photos.,The 1TB OneDrive per user pays for itself.,
5.0,True,"01 28, 2017",A1C4HIUASJRYH2,0763855553,Amazon Customer,Appears to work well thought have not converted to the outlook yet.,Five Stars,
5.0,True,"01 27, 2017",A2C334T14VKIDO,0763855553,Timothy Peacock,"Office 365 rocks, Love this product and for the price it is worth it and installed it on 3 computers with no problems, this card covers up to 5, easy to install from website and quick set up. You will need a microsoft accouont which is free and most people have one if you have gmail or windows based computer.",Great Office Suite,
1.0,False,"01 27, 2017",A340ECSASO3LQV,0763855553,alexyakkavoo,"I have worked with PC software especially Microsoft Office since the early 80s - over 30 years - and the Admin for Office 365 is just unbelievably bad.
1) NO FEEDBACK from Microsoft after signing up.
To put this in perspective, I signed up for GSuite an hour before I signed up for Office 365.  As soon as I signed up for GSuite, I received email notifications
2) Confusing Control of Licenses
While I only wanted a license for five PCs, I accidentally signed up for two more when I was just trying to activate for three users.  I was not warned that I was buying two more products.",Uninstalled it within hours of signing up,
5.0,True,"01 25, 2017",A2UN9JEGEKXPUI,0763855553,A. McBride,I love this product.,Great software!,
4.0,True,"01 21, 2017",A4V9WPUPK38Y3,0763855553,Elizabeth Darrow,Great product for the money.  I lost my product key so I can't install it on my husband's computer or laptop.  Have tried to contact vender but there has been no response.,Great product for the money,
5.0,True,"01 17, 2017",A196HIWHDQY7JN,0763855553,Daniel H. Paquette,Great product at a great price.,Great Deal on Office,
5.0,True,"01 15, 2017",A2K0KNENWBF3H7,0763855553,A. Parent,Good product at good price. Thanks.,Five Stars,
4.0,True,"01 15, 2017",A2TD2HP0BXBPHH,0763855553,Paul B,"Not a fan of the subscription model though I do like the fact the software will always be up to date. I actually bought 2 x 6 month packs for my wife's computer. She doesn't use office very often (we primarily use gmail and  google docs) and I figured I would load one at a time, starting with the one month trial, when she needs it. So far its been 3 months and she has used the trial but not needed the first 6 months loaded. At this rate this purchase could last a long time and whenever I need to renew it will be up to date.",... a fan of the subscription model though I do like the fact the software will always be up to ...,
4.0,True,"01 13, 2017",AWHNWZHX0A2HM,0763855553,Amazon Customer,A little pricey....I remember the days when you bought the license for office and it was yours forever....not enjoy the subscriptions service piece.,not enjoy the subscriptions service piece,2
1.0,False,"01 13, 2017",AOT6YLDKBW5B6,0763855553,Bruce Watson,"Feel like logging onto the Internet -- with a password -- every single time you want to write a letter?  Want a half dozen pop-ups asking you whether you want to edit this? Change that? Are you sure you want to edit this?  Change that?  Looking for a learning curve as steep as Everest?  Want a word processor that has 500 functions you'll never use?  An Office Suite cluttered with a dozen programs you couldn't care less about?  Want to pay annually for something you used to buy outright? Then try Office 365, easily the most complicated and cumbersome Microsoft product ever.",Ridiculous complex and cumbersome.,3
5.0,True,"01 7, 2017",AJ433XFFACN83,0763855553,Thomas Ketcham,arrived quickly and the code worked fine,Five Stars,
5.0,True,"01 6, 2017",A2BUS9RMVMQ9BP,0763855553,Karen Sue McLaughlin,great,sottware,
1.0,False,"01 5, 2017",A1SM8I3DM1Z14Z,0763855553,Steve Coan,"Product is crap. I've used Microsoft Office every single day since version 4 (yes, early 1990s). I'm using the 2016 version on Mac. It has locked up (spinning rainbow of death) every time I've tried to save a file. This happened in Excel and in Word. But first, why the hell should I have to click an extra button to save a file on my computer? File.save takes you to the idiotic cloud, and you have to click an extra button to save or open from your own computer. I could get used to the idiotic extra step and waste of time/motion if it didn't crash every time I told it to save a file. Second, they didn't deliver the VBA editor. Sure, the macro recorder works, but when you go to the VBA editor there are no options, no ribbons, no tool tips, no autocomplete, no font/color options, no watch windows, etc. Microsoft admits that they blew it (they're ""still working on it"").",Product is crap. I've used Microsoft Office every single day since ...,2
4.0,True,"01 1, 2017",A2NLVQYE2P9UK4,0763855553,Elbi,This is just an all around great product,Four Stars,
3.0,True,"12 31, 2016",AIB5RA7CQKZWA,0763855553,Mary Austin,It is very frustrating to purchase software that does not accept the product code that was provided. I was unable to get this to work. My husband took care of it for me. I needed to login to my Microsoft account. It could be easier.,One Star,
5.0,True,"12 30, 2016",A606PU76Z7AG1,0763855553,Jeanne,Easy to install,Five Stars,
5.0,True,"12 30, 2016",AH4UZL5WTIZSE,0763855553,AbdelHadi,"i loved so much..
not only is it cheaper than the official website, it's also free shipping and include everything! (Y)
by the way, it said in the package that it's for 5 computers and 5 tablets but didn't include the phone, but when i installed it in the 5 phones were included, so no worries about it. big thumps up!",big thumps up!,
5.0,True,"12 26, 2016",ADGO37AZYEYPV,0763855553,D. Ong,Finally bought it after Thanksgiving Was on Sale for $69.  Buy this only when on sale,Five Stars,
5.0,True,"12 25, 2016",AOYYBPHIHAWIF,0763855553,Patrick C.,Great price great deal,Five Stars,
5.0,True,"12 25, 2016",A3KSY8KTRV0PXH,0763855553,JB - Feedback,Can't argue with the great price...if you don't need it immediately....wait for the sales!!,Five Stars,
5.0,True,"12 22, 2016",A16E2MZ0QB3ENG,0763855553,OldeByteTimer,"It works, what else is there to say.",Don't do the auto-renew,
5.0,True,"12 18, 2016",A3KSFLZGHWOJG5,0763855553,Cancer Survivor,Not easy to download to Acer.  Got assistance from Microsoft Office Word rep and he installed it for me. I'm enjoying it now,LOVING IT!,
5.0,True,"12 15, 2016",A2Q7DDB8S64BM5,0763855553,B. Mcgowan,"Office 365 new install or renewal license.  Great price at $84.00 for the year. I changed over to the yearly renewal about 3 or 4 years ago when it came out.  For $84.00 you can install on 5 computers/devices.  I have installed on my laptops, desktop, iPad and my roommate's devices.

Comes with all the components of Microsoft Office and provides updates on an as-needed basis (usually about every 30 days).

Highly recommended if you need Outlook, Word, Excel, Access, Publisher, etc.",Microsoft Office 365 - New install or license renewal for one year.  Install on up to 5 devices,2
5.0,True,"12 14, 2016",AJ5MQZZFHNRUR,0763855553,Russ,"On time, as ordered, works Ok.",Five Stars,
5.0,True,"12 12, 2016",A2Q284S7SDE88Q,0763855553,John H Everett,Delivered on time and as promised,Five Stars,
5.0,True,"12 10, 2016",A3PRUOSO1H0WEL,0763855553,Erica Jagdeo,Very easy to use and came just in time.  It's working great.,Five Stars,
5.0,True,"12 10, 2016",A2B0PJAHOTITD0,0763855553,M. Engel,Love office and have used it for many years,Nice,
5.0,True,"12 7, 2016",A10EV1JFQJ078E,0763855553,TeamRoVee,"Had no issues activating the license. Works as advertised.  Shipped overnight, arrived on-time.",20% Off - What's Not to Like?,
1.0,False,"12 6, 2016",A1VAOU9DFM5YYX,0763855553,Crissie,"There are problems every other week with the online verification of the license.  Constantly loose functionality from Outlook / excel / word, need to get support every other week to resolve.  Horrible. A Microsoft rip off. Get a normal license.",Horrible. A Microsoft rip off,
1.0,True,"12 5, 2016",A8A070X9TJ2M3,0763855553,Timothy Christensen,"It is not straight forward.  It gave an error code that couldn't be resolved unless I bought a firewall error cleaning.  I already have an older version of office.  I just wanted to update it, not scrub the whole internet system.",blackmail,2
5.0,True,"12 5, 2016",A1KAT0P1DGTS7I,0763855553,Amador Rodriguez,so far good. Worked like advertised,Five Stars,
3.0,True,"12 4, 2016",A19ZSCYWF39N44,0763855553,Kaidong,A must have software in our daily work. We have to get use to the paying method nowadays.,Three Stars,
5.0,True,"12 3, 2016",A2WS7LL33V43ZS,0763855553,John D,Great Deal.  Extended my subscription for $30 less (Black Friday deal) than the MS annual price.,Great Deal. Extended my subscription for $30 less (Black ...,
5.0,True,"11 23, 2016",AS7FKAMLFDRP8,0763855553,KK,Great,Easy,
1.0,True,"11 20, 2016",A3PQXU9AL5EXQ6,0763855553,Carolr424,"I purchased this when Apple Sierra disabled Microft Office 2011. I have tried multiple times to download the software including tech support calls to Apple and Microsoft. After a week, I STILL don't have the software downloaded. I'll give it one more try Monday then it's going back to Amazon if it fails to load.",Arduous if not impossible download to MacBook Pro with Sierra OS,5
5.0,True,"11 20, 2016",A7P28N6XR8WVW,0763855553,Tom Sarnelli,Great software.,Five Stars,
5.0,True,"11 19, 2016",AZ5YXCUIUNONX,0763855553,Eugene F. Kranz,Been using the Gel Cumulus for a decade. Once settled on a fit it has never changed thru the years.  Usually buy two pairs at a time and alternately used. The Cumulus manufacturing has maintain the high quality I have come to expect from Asics.,Been using the Gel Cumulus for a decade. Once ...,
5.0,False,"11 17, 2016",A2Y5HZMSAIDN8N,0763855553,Mirko,Simply Perfect!,Five Stars,
4.0,True,"11 15, 2016",A3GTZY2S97S1EV,0763855553,Ultra,Works as described,Four Stars,
3.0,True,"11 7, 2016",A3EFBCXGCLC5U8,0763855553,Nick,"I've been trying to get Outlook to have a synchronized address book for my small company for the past 16 years. We are too small for an enterprise server but we need a shared address book for our employees. Over the years I've used many third party plugins that I've paid for and come to rely on google/gmail contacts. But there is not a good solution that works without some hack which requires ME to configure and upgrade everyones contacts, so it does not happen. My company is slower for it.
I was excited to get outlook 365 because I assumed that a obvious thing like a neat online contact management solution would be one of the simple and easy upgrades that the Microsoft engineers would do with a online platform.
Well no. No f-ing way, this is exactly outlook 2010 which was functionally the same as office 2003 in terms of contact management. It's REALLY lame that I've paid for these upgrades and no one in this GIANT company has seen fit to make this simple and incredibly useful upgrade.",Exactally the same as office 2010 now with a re-up price.,3
3.0,True,"10 25, 2016",A3E7IFBWORHSHO,0763855553,Uno,"I don't like the idea of ""renting"" software,,,",Three Stars,
5.0,True,"10 25, 2016",A2464E456MGHEI,0763855553,Amazon Customer,Great!,Five Stars,
1.0,False,"10 21, 2016",A2ZEKWLK14KWNF,0763855553,Jen,"This is the Win 8 of Office, I swear, full of worthless features no one wanted or would want and completely breaking anything that used to be worthwhile. Does Microsoft want to drive off all their customers? Is half their development team really working for Apple?

I got this one year subscription ""free"" on a new Win 10 laptop and now I really wish I'd just bought the cheaper laptop without it because I'm pretty sure I'm going to delete it and install 2007 from my disc. It's buggy, it crashes repeatedly every time I open a file from anywhere (and I don't have ADDYY or any addons running), NOTHING changes the useless Normal template so every time I go to start a new document I have to set it up from scratch AGAIN and it's not even possible to get it to remember the view I want to open my documents in. Every time I open it it's like it's the first time and it remembers none of my preferences or settings or saves to the Normal file. And again, it crashes CONSTANTLY. I've ""repaired"" it to no avail and if I take it off I'm NOT wasting my time putting it back on. Can you tell I'm frustrated? Don't do this to yourself, it's not worth it. There are free programs out there that I've never liked as much but since this version of Office is utterly defective in my experience so far, this might finally be Google, here I come, I guess. :P

(And this useless program is offered only on a subscription basis? So they're money-grubbing as well as incapable of making a product that works? Nothing about this is worth it! Maybe if you only use it every once in a while--but then I really don't think it's worth the money--but if you need to use it almost literally on a daily basis? Seriously, pass.)",DON'T DO IT,
2.0,True,"10 21, 2016",APNPR0GB8AR95,0763855553,Amazon Customer,"I only purchased this Microsoft Office because when buying the ASUS computer, Amazon recommended buying together-HOWEVER, it is not compatible with Chrome so it was a waste of my money!  the computer is great & I am happy with it but am disappointed that Amazon would recommend buying these 2 things together when they are not compatible.",NOT compatible with Chrome,
5.0,True,"10 11, 2016",A3OLY5SLFAU94E,0763855553,Dixie Shumway,Installed in our office computers so we are all finally on the same operating systems.  YAY,Five Stars,
5.0,True,"10 3, 2016",A290PISCYT8LJ,0763855553,D in FL,It is a subscription to Office 365 but cheaper than buying directly from MS. Great deal,Love Office and love saving $$$,
5.0,True,"09 30, 2016",A17UEJ8BE6AHCD,0763855553,Amazon Customer,Satisfied with the purchase and will do business again,Five Stars,
5.0,False,"09 29, 2016",A22QRBJSTK7G4A,0763855553,Cindy Ohara,Was very helpful product!,Micro Office 365,
4.0,True,"09 28, 2016",A1D8VEK5S5XDEO,0763855553,JJ,"I don't love the idea that I have to subscribe to software that I use on a regular basis, such as Office and Adobe. However, I realize the subscription model is the way companies seem to be going these days. At least with Office 365 Home, you get OneDrive storage as well as the ability to use Office on multiple family computers. At the end of the day, the entire package Microsoft offers with its Office 365 Home 1 year subscription provides a decent value for the money.

The product arrives in a small cardboard box with a card inside that has the subscription ID. Microsoft makes it easy and quick to enter the code and download and install the software. Be aware when entering the code, Microsoft may ask you if you want to sign up for auto renewal. You don't have to sign up if you're not interested.",Good value for what you get,
5.0,True,"09 23, 2016",A1BHX1KJ1JKU0O,0763855553,avidarkansasreader,Great method to get MS Office. Have renewed multiple times.,MS Office,
1.0,True,"09 17, 2016",A3FUDWBIKSJV5E,0763855553,Yess,Very disappointed in the loading. I spent hours with Microsoft to solve the problems. I hope I don't have the same problems when loading on other computers. Good Luck,Very disappointed in the loading,2
5.0,True,"09 16, 2016",A25NB80VI3G559,0763855553,K L,Product worked perfectly!,Good Deal,
5.0,True,"09 15, 2016",A2011WWS2SDKOT,0763855553,Samantha Wood,Just what I needed for my computer,Five Stars,
3.0,True,"09 7, 2016",A2ECY0PYTEIKM7,0763855553,Jimmy Huckstep,I like this software. But I feel the subscription model is really expensive.,Subscription model is expensive,2
5.0,True,"09 3, 2016",A2SJXZ5EN2KWNA,0763855553,Kathy Pete,works well- good price,Five Stars,
5.0,True,"09 2, 2016",A2BXQT8ZKRSE6Z,0763855553,Brian,"Best overall value for MS Office online. Somehow amazon is selling this cheaper than buying directly from Microsoft. I went with the paper version where they mail you a key card. For some reason this too was cheaper than a digital download, go figure. Either way considering they give you cloud storage, the complete office and skype credits for 5 people it's an incredible deal. It's not a perpetual license, but having the latest software and the other perks split with 5 other pcs it's very inexpensive. Flawless install, easy to setup.",Best overall value for MS Office online,
5.0,True,"09 1, 2016",A28DJLRUW1XYRJ,0763855553,Arielle,"My free subscription to Office 365 Home edition was expiring. Amazon to the rescue. Save a few $ purchasing the 1 yr from Amazon. However, purchasing it from Amazon meant I didn't get the Microsoft ""support"" that comes with it. No biggie. What I love is that the suite can be installed on up to 5 devices. And includes 1TB of storage on OneDrive and 60 mins of Skype per month for up to 5 users per user. Yes per user. That's up 5 TB and 300 Skype mins, not 1 TB and 60 Skype mins shared amongst 5 users. With on demand/subscription based applications becoming the norm these days, its not a bad deal considering $/yr. the 1 TB online storage sweetens the deal. So all my files are in one place and I can access them anywhere via the Office web apps.",What I love is that the suite can be installed on up ...,
4.0,True,"08 30, 2016",A4ERQV4ZQDWVT,0763855553,stacey,Needed to update my Microsoft office software and purchased this.,Microsoft office,
